ResponseId,Image.Set,Image,Location,Preference,RCP,Scenic,MR1.Experience,MR2.Access,MR3.Engagement
R_9xnavxiSCS0V2mV,1,2,YELL_MWN,3,8.5,N,-0.25483248,-1.162739718,-0.167473982
R_9xnavxiSCS0V2mV,1,3,YELL_CPOF,3,4.5,Y,-0.25483248,-1.162739718,-0.167473982
R_9xnavxiSCS0V2mV,1,4,GRTE_MMT,3,8.5,Y,-0.25483248,-1.162739718,-0.167473982
R_a02XlK8u8G1LyWH,1,1,GRTE_SMS,3,4.5,N,-0.275272862,0.052413535,-0.412884027
R_a02XlK8u8G1LyWH,1,2,YELL_MWN,3,8.5,N,-0.275272862,0.052413535,-0.412884027
R_a02XlK8u8G1LyWH,1,3,YELL_CPOF,3,4.5,Y,-0.275272862,0.052413535,-0.412884027
R_a02XlK8u8G1LyWH,1,4,GRTE_MMT,3,8.5,Y,-0.275272862,0.052413535,-0.412884027
R_a9ousrmBbzP2OJw,1,1,GRTE_SMS,3,4.5,N,-0.030791309,0.687524574,0.413584177
R_a9ousrmBbzP2OJw,1,2,YELL_MWN,3,8.5,N,-0.030791309,0.687524574,0.413584177
R_a9ousrmBbzP2OJw,1,3,YELL_CPOF,3,4.5,Y,-0.030791309,0.687524574,0.413584177
R_a9ousrmBbzP2OJw,1,4,GRTE_MMT,3,8.5,Y,-0.030791309,0.687524574,0.413584177
R_a9VHqKUE3C0McIR,1,1,GRTE_SMS,3,4.5,N,-0.102041149,-1.150312497,-0.880791959
R_a9VHqKUE3C0McIR,1,2,YELL_MWN,3,8.5,N,-0.102041149,-1.150312497,-0.880791959
R_a9VHqKUE3C0McIR,1,3,YELL_CPOF,1,4.5,Y,-0.102041149,-1.150312497,-0.880791959
R_a9VHqKUE3C0McIR,1,4,GRTE_MMT,3,8.5,Y,-0.102041149,-1.150312497,-0.880791959
R_aRXyORgLRxMpQmK,1,1,GRTE_SMS,3,4.5,N,1.041836714,0.140270094,-0.364202709
R_aRXyORgLRxMpQmK,1,2,YELL_MWN,3,8.5,N,1.041836714,0.140270094,-0.364202709
R_aRXyORgLRxMpQmK,1,3,YELL_CPOF,1,4.5,Y,1.041836714,0.140270094,-0.364202709
R_aRXyORgLRxMpQmK,1,4,GRTE_MMT,3,8.5,Y,1.041836714,0.140270094,-0.364202709
R_aTDcMwiG7qq4VOA,1,1,GRTE_SMS,3,4.5,N,1.403838677,0.4500605,0.416185718
R_aTDcMwiG7qq4VOA,1,2,YELL_MWN,3,8.5,N,1.403838677,0.4500605,0.416185718
R_aTDcMwiG7qq4VOA,1,3,YELL_CPOF,3,4.5,Y,1.403838677,0.4500605,0.416185718
R_aTDcMwiG7qq4VOA,1,4,GRTE_MMT,3,8.5,Y,1.403838677,0.4500605,0.416185718
R_b5p3R05OM9Hxyqm,1,1,GRTE_SMS,3,4.5,N,0.581940257,1.369534344,-0.105354029
R_b5p3R05OM9Hxyqm,1,2,YELL_MWN,3,8.5,N,0.581940257,1.369534344,-0.105354029
R_b5p3R05OM9Hxyqm,1,3,YELL_CPOF,3,4.5,Y,0.581940257,1.369534344,-0.105354029
R_b5p3R05OM9Hxyqm,1,4,GRTE_MMT,3,8.5,Y,0.581940257,1.369534344,-0.105354029
R_b6DCqMyXH60KstV,1,1,GRTE_SMS,3,4.5,N,0.183048519,-2.139814853,-1.595863425
R_b6DCqMyXH60KstV,1,2,YELL_MWN,-1,8.5,N,0.183048519,-2.139814853,-1.595863425
R_b6DCqMyXH60KstV,1,3,YELL_CPOF,2,4.5,Y,0.183048519,-2.139814853,-1.595863425
R_b6DCqMyXH60KstV,1,4,GRTE_MMT,3,8.5,Y,0.183048519,-2.139814853,-1.595863425
R_bkAf1WPypVWOJ1W,1,1,GRTE_SMS,3,4.5,N,0.900223003,0.947151383,0.539628055
R_bkAf1WPypVWOJ1W,1,2,YELL_MWN,3,8.5,N,0.900223003,0.947151383,0.539628055
R_bkAf1WPypVWOJ1W,1,3,YELL_CPOF,3,4.5,Y,0.900223003,0.947151383,0.539628055
R_bkAf1WPypVWOJ1W,1,4,GRTE_MMT,3,8.5,Y,0.900223003,0.947151383,0.539628055
R_cFRkRy9wQSSji2z,1,1,GRTE_SMS,3,4.5,N,0.885517591,1.325469025,1.457157063
R_cFRkRy9wQSSji2z,1,2,YELL_MWN,3,8.5,N,0.885517591,1.325469025,1.457157063
R_cFRkRy9wQSSji2z,1,3,YELL_CPOF,3,4.5,Y,0.885517591,1.325469025,1.457157063
R_cFRkRy9wQSSji2z,1,4,GRTE_MMT,3,8.5,Y,0.885517591,1.325469025,1.457157063
R_cl9sW7uYwUWfpnY,1,1,GRTE_SMS,3,4.5,N,-0.063221495,-0.494485121,0.510200879
R_cl9sW7uYwUWfpnY,1,2,YELL_MWN,3,8.5,N,-0.063221495,-0.494485121,0.510200879
R_cl9sW7uYwUWfpnY,1,3,YELL_CPOF,3,4.5,Y,-0.063221495,-0.494485121,0.510200879
R_cl9sW7uYwUWfpnY,1,4,GRTE_MMT,3,8.5,Y,-0.063221495,-0.494485121,0.510200879
R_cmJr0mIUhiojB2n,1,1,GRTE_SMS,3,4.5,N,0.705191359,0.014739809,-0.660734046
R_cmJr0mIUhiojB2n,1,2,YELL_MWN,3,8.5,N,0.705191359,0.014739809,-0.660734046
R_cmJr0mIUhiojB2n,1,3,YELL_CPOF,3,4.5,Y,0.705191359,0.014739809,-0.660734046
R_cmJr0mIUhiojB2n,1,4,GRTE_MMT,3,8.5,Y,0.705191359,0.014739809,-0.660734046
R_cOlnaKEdBFkv7L7,1,1,GRTE_SMS,3,4.5,N,0.771965269,-0.216092369,-0.820478519
R_cOlnaKEdBFkv7L7,1,2,YELL_MWN,3,8.5,N,0.771965269,-0.216092369,-0.820478519
R_cOlnaKEdBFkv7L7,1,3,YELL_CPOF,3,4.5,Y,0.771965269,-0.216092369,-0.820478519
R_cOlnaKEdBFkv7L7,1,4,GRTE_MMT,3,8.5,Y,0.771965269,-0.216092369,-0.820478519
R_dgabwFt125dxmtz,1,1,GRTE_SMS,3,4.5,N,-0.891355479,-0.447461121,0.008652865
R_dgabwFt125dxmtz,1,2,YELL_MWN,3,8.5,N,-0.891355479,-0.447461121,0.008652865
R_dgabwFt125dxmtz,1,3,YELL_CPOF,3,4.5,Y,-0.891355479,-0.447461121,0.008652865
R_dgabwFt125dxmtz,1,4,GRTE_MMT,3,8.5,Y,-0.891355479,-0.447461121,0.008652865
R_dhkheBkIXS9TVfo,1,1,GRTE_SMS,3,4.5,N,1.13951269,0.166089612,0.05208399
R_dhkheBkIXS9TVfo,1,2,YELL_MWN,-1,8.5,N,1.13951269,0.166089612,0.05208399
R_dhkheBkIXS9TVfo,1,3,YELL_CPOF,0,4.5,Y,1.13951269,0.166089612,0.05208399
R_dhkheBkIXS9TVfo,1,4,GRTE_MMT,3,8.5,Y,1.13951269,0.166089612,0.05208399
R_dIn8XJCRC0THlvp,1,1,GRTE_SMS,1,4.5,N,0.757107329,1.261051447,0.238253955
R_dIn8XJCRC0THlvp,1,2,YELL_MWN,-1,8.5,N,0.757107329,1.261051447,0.238253955
R_dIn8XJCRC0THlvp,1,3,YELL_CPOF,0,4.5,Y,0.757107329,1.261051447,0.238253955
R_dIn8XJCRC0THlvp,1,4,GRTE_MMT,2,8.5,Y,0.757107329,1.261051447,0.238253955
R_dN7b5tt0kM71AoI,1,1,GRTE_SMS,2,4.5,N,-1.134261143,-0.396602996,-0.387538997
R_dN7b5tt0kM71AoI,1,2,YELL_MWN,2,8.5,N,-1.134261143,-0.396602996,-0.387538997
R_dN7b5tt0kM71AoI,1,3,YELL_CPOF,2,4.5,Y,-1.134261143,-0.396602996,-0.387538997
R_dN7b5tt0kM71AoI,1,4,GRTE_MMT,3,8.5,Y,-1.134261143,-0.396602996,-0.387538997
R_dvjZ0IqzmsDqqsr,1,1,GRTE_SMS,0,4.5,N,-1.613536014,-1.188098087,-2.60423815
R_dvjZ0IqzmsDqqsr,1,2,YELL_MWN,0,8.5,N,-1.613536014,-1.188098087,-2.60423815
R_dvjZ0IqzmsDqqsr,1,3,YELL_CPOF,0,4.5,Y,-1.613536014,-1.188098087,-2.60423815
R_dvjZ0IqzmsDqqsr,1,4,GRTE_MMT,0,8.5,Y,-1.613536014,-1.188098087,-2.60423815
R_elDBzxCg8OgrGR8,1,1,GRTE_SMS,3,4.5,N,-0.342475098,0.06062267,0.590358395
R_elDBzxCg8OgrGR8,1,2,YELL_MWN,3,8.5,N,-0.342475098,0.06062267,0.590358395
R_elDBzxCg8OgrGR8,1,3,YELL_CPOF,3,4.5,Y,-0.342475098,0.06062267,0.590358395
R_elDBzxCg8OgrGR8,1,4,GRTE_MMT,3,8.5,Y,-0.342475098,0.06062267,0.590358395
R_eo3J9tQ5NJhtVxL,1,1,GRTE_SMS,3,4.5,N,1.081163604,0.672140227,0.318588587
R_eo3J9tQ5NJhtVxL,1,2,YELL_MWN,3,8.5,N,1.081163604,0.672140227,0.318588587
R_eo3J9tQ5NJhtVxL,1,3,YELL_CPOF,3,4.5,Y,1.081163604,0.672140227,0.318588587
R_eo3J9tQ5NJhtVxL,1,4,GRTE_MMT,3,8.5,Y,1.081163604,0.672140227,0.318588587
R_exkN567MeUVhi7Y,1,1,GRTE_SMS,2,4.5,N,-0.385233619,1.536614222,-0.805362412
R_exkN567MeUVhi7Y,1,2,YELL_MWN,2,8.5,N,-0.385233619,1.536614222,-0.805362412
R_exkN567MeUVhi7Y,1,3,YELL_CPOF,0,4.5,Y,-0.385233619,1.536614222,-0.805362412
R_exkN567MeUVhi7Y,1,4,GRTE_MMT,3,8.5,Y,-0.385233619,1.536614222,-0.805362412
R_eYeAVoQH5hf3TcV,1,1,GRTE_SMS,3,4.5,N,1.461021603,-2.013508879,0.73319668
R_eYeAVoQH5hf3TcV,1,2,YELL_MWN,3,8.5,N,1.461021603,-2.013508879,0.73319668
R_eYeAVoQH5hf3TcV,1,3,YELL_CPOF,3,4.5,Y,1.461021603,-2.013508879,0.73319668
R_eYeAVoQH5hf3TcV,1,4,GRTE_MMT,3,8.5,Y,1.461021603,-2.013508879,0.73319668
R_f4lBIaHTuHGGffJ,1,1,GRTE_SMS,3,4.5,N,0.185312067,-0.844893462,0.065046344
R_f4lBIaHTuHGGffJ,1,2,YELL_MWN,-2,8.5,N,0.185312067,-0.844893462,0.065046344
R_f4lBIaHTuHGGffJ,1,3,YELL_CPOF,3,4.5,Y,0.185312067,-0.844893462,0.065046344
R_f4lBIaHTuHGGffJ,1,4,GRTE_MMT,1,8.5,Y,0.185312067,-0.844893462,0.065046344
R_f4SPNekauUjAAsm,1,1,GRTE_SMS,3,4.5,N,0.874885246,1.064493316,-0.048998573
R_f4SPNekauUjAAsm,1,2,YELL_MWN,3,8.5,N,0.874885246,1.064493316,-0.048998573
R_f4SPNekauUjAAsm,1,3,YELL_CPOF,3,4.5,Y,0.874885246,1.064493316,-0.048998573
R_f4SPNekauUjAAsm,1,4,GRTE_MMT,3,8.5,Y,0.874885246,1.064493316,-0.048998573
R_fJGv0oDYiKwu7M8,1,1,GRTE_SMS,3,4.5,N,1.368541719,0.57094925,-1.168546575
R_fJGv0oDYiKwu7M8,1,2,YELL_MWN,3,8.5,N,1.368541719,0.57094925,-1.168546575
R_fJGv0oDYiKwu7M8,1,3,YELL_CPOF,0,4.5,Y,1.368541719,0.57094925,-1.168546575
R_fJGv0oDYiKwu7M8,1,4,GRTE_MMT,3,8.5,Y,1.368541719,0.57094925,-1.168546575
R_fMwYrPSn0JCjBNe,1,1,GRTE_SMS,2,4.5,N,0.176376102,1.136372789,0.063909078
R_fMwYrPSn0JCjBNe,1,2,YELL_MWN,3,8.5,N,0.176376102,1.136372789,0.063909078
R_fMwYrPSn0JCjBNe,1,3,YELL_CPOF,0,4.5,Y,0.176376102,1.136372789,0.063909078
R_fMwYrPSn0JCjBNe,1,4,GRTE_MMT,0,8.5,Y,0.176376102,1.136372789,0.063909078
R_fPpPx2edsDGV8Gc,1,1,GRTE_SMS,3,4.5,N,0.076367969,0.7088265,0.017647952
R_fPpPx2edsDGV8Gc,1,2,YELL_MWN,3,8.5,N,0.076367969,0.7088265,0.017647952
R_fPpPx2edsDGV8Gc,1,3,YELL_CPOF,3,4.5,Y,0.076367969,0.7088265,0.017647952
R_fPpPx2edsDGV8Gc,1,4,GRTE_MMT,3,8.5,Y,0.076367969,0.7088265,0.017647952
R_g4oQfQDYwyEs1VM,1,1,GRTE_SMS,3,4.5,N,-1.077179984,0.445065605,-0.019387657
R_g4oQfQDYwyEs1VM,1,2,YELL_MWN,3,8.5,N,-1.077179984,0.445065605,-0.019387657
R_g4oQfQDYwyEs1VM,1,3,YELL_CPOF,3,4.5,Y,-1.077179984,0.445065605,-0.019387657
R_g4oQfQDYwyEs1VM,1,4,GRTE_MMT,3,8.5,Y,-1.077179984,0.445065605,-0.019387657
R_goDSjB6f9wPjVnV,1,1,GRTE_SMS,2,4.5,N,-0.753122142,-0.033681601,0.373150403
R_goDSjB6f9wPjVnV,1,2,YELL_MWN,-1,8.5,N,-0.753122142,-0.033681601,0.373150403
R_goDSjB6f9wPjVnV,1,3,YELL_CPOF,-1,4.5,Y,-0.753122142,-0.033681601,0.373150403
R_goDSjB6f9wPjVnV,1,4,GRTE_MMT,3,8.5,Y,-0.753122142,-0.033681601,0.373150403
R_gqighw8dSkgD5LP,1,1,GRTE_SMS,3,4.5,N,-1.09216768,-1.361949557,1.79797659
R_gqighw8dSkgD5LP,1,2,YELL_MWN,3,8.5,N,-1.09216768,-1.361949557,1.79797659
R_gqighw8dSkgD5LP,1,3,YELL_CPOF,3,4.5,Y,-1.09216768,-1.361949557,1.79797659
R_gqighw8dSkgD5LP,1,4,GRTE_MMT,3,8.5,Y,-1.09216768,-1.361949557,1.79797659
R_gSXjNlkvpDKtBwN,1,1,GRTE_SMS,0,4.5,N,0.656512827,-0.204365362,-0.323924285
R_gSXjNlkvpDKtBwN,1,2,YELL_MWN,3,8.5,N,0.656512827,-0.204365362,-0.323924285
R_gSXjNlkvpDKtBwN,1,3,YELL_CPOF,0,4.5,Y,0.656512827,-0.204365362,-0.323924285
R_gSXjNlkvpDKtBwN,1,4,GRTE_MMT,0,8.5,Y,0.656512827,-0.204365362,-0.323924285
R_hADiiFoZXg7e8vh,1,1,GRTE_SMS,2,4.5,N,0.550991395,0.762245836,-0.923865396
R_hADiiFoZXg7e8vh,1,2,YELL_MWN,3,8.5,N,0.550991395,0.762245836,-0.923865396
R_hADiiFoZXg7e8vh,1,3,YELL_CPOF,3,4.5,Y,0.550991395,0.762245836,-0.923865396
R_hADiiFoZXg7e8vh,1,4,GRTE_MMT,3,8.5,Y,0.550991395,0.762245836,-0.923865396
R_hGWtPLHOc3wd6Xw,1,1,GRTE_SMS,3,4.5,N,0.821547714,0.78787403,0.058081385
R_hGWtPLHOc3wd6Xw,1,2,YELL_MWN,3,8.5,N,0.821547714,0.78787403,0.058081385
R_hGWtPLHOc3wd6Xw,1,3,YELL_CPOF,2,4.5,Y,0.821547714,0.78787403,0.058081385
R_hGWtPLHOc3wd6Xw,1,4,GRTE_MMT,3,8.5,Y,0.821547714,0.78787403,0.058081385
R_his1SPvgsGjAA7I,1,1,GRTE_SMS,2,4.5,N,0.953351629,0.84512027,-0.309616872
R_his1SPvgsGjAA7I,1,2,YELL_MWN,2,8.5,N,0.953351629,0.84512027,-0.309616872
R_his1SPvgsGjAA7I,1,3,YELL_CPOF,2,4.5,Y,0.953351629,0.84512027,-0.309616872
R_his1SPvgsGjAA7I,1,4,GRTE_MMT,2,8.5,Y,0.953351629,0.84512027,-0.309616872
R_hjMi9JhS5eR4n0d,1,1,GRTE_SMS,3,4.5,N,-0.08440542,-0.36673446,0.428144628
R_hjMi9JhS5eR4n0d,1,2,YELL_MWN,3,8.5,N,-0.08440542,-0.36673446,0.428144628
R_hjMi9JhS5eR4n0d,1,3,YELL_CPOF,3,4.5,Y,-0.08440542,-0.36673446,0.428144628
R_hjMi9JhS5eR4n0d,1,4,GRTE_MMT,3,8.5,Y,-0.08440542,-0.36673446,0.428144628
R_hkD4YFeM1imzu0j,1,1,GRTE_SMS,-2,4.5,N,1.275751981,-0.206199818,-1.354745841
R_hkD4YFeM1imzu0j,1,2,YELL_MWN,3,8.5,N,1.275751981,-0.206199818,-1.354745841
R_hkD4YFeM1imzu0j,1,3,YELL_CPOF,-3,4.5,Y,1.275751981,-0.206199818,-1.354745841
R_hkD4YFeM1imzu0j,1,4,GRTE_MMT,3,8.5,Y,1.275751981,-0.206199818,-1.354745841
R_hrl1WJ5aeCtpws0,1,1,GRTE_SMS,3,4.5,N,-0.53672726,-0.02942675,0.510254109
R_hrl1WJ5aeCtpws0,1,2,YELL_MWN,3,8.5,N,-0.53672726,-0.02942675,0.510254109
R_hrl1WJ5aeCtpws0,1,3,YELL_CPOF,3,4.5,Y,-0.53672726,-0.02942675,0.510254109
R_hrl1WJ5aeCtpws0,1,4,GRTE_MMT,3,8.5,Y,-0.53672726,-0.02942675,0.510254109
R_hwXGrgXNfhnBSdH,1,1,GRTE_SMS,3,4.5,N,0.6911381,1.31384719,0.599050541
R_hwXGrgXNfhnBSdH,1,2,YELL_MWN,3,8.5,N,0.6911381,1.31384719,0.599050541
R_hwXGrgXNfhnBSdH,1,3,YELL_CPOF,2,4.5,Y,0.6911381,1.31384719,0.599050541
R_hwXGrgXNfhnBSdH,1,4,GRTE_MMT,3,8.5,Y,0.6911381,1.31384719,0.599050541
R_hYfceJXFuGnjFC2,1,1,GRTE_SMS,1,4.5,N,-0.888404292,1.377405703,-0.744733191
R_hYfceJXFuGnjFC2,1,2,YELL_MWN,3,8.5,N,-0.888404292,1.377405703,-0.744733191
R_hYfceJXFuGnjFC2,1,3,YELL_CPOF,3,4.5,Y,-0.888404292,1.377405703,-0.744733191
R_hYfceJXFuGnjFC2,1,4,GRTE_MMT,3,8.5,Y,-0.888404292,1.377405703,-0.744733191
R_i02b3h4DxQ9xbA9,1,1,GRTE_SMS,2,4.5,N,1.06859953,-0.735337508,0.644489713
R_i02b3h4DxQ9xbA9,1,2,YELL_MWN,2,8.5,N,1.06859953,-0.735337508,0.644489713
R_i02b3h4DxQ9xbA9,1,3,YELL_CPOF,2,4.5,Y,1.06859953,-0.735337508,0.644489713
R_i02b3h4DxQ9xbA9,1,4,GRTE_MMT,3,8.5,Y,1.06859953,-0.735337508,0.644489713
R_iafRvqJDMw7i0Jo,1,1,GRTE_SMS,3,4.5,N,-0.230528677,-1.31742811,-0.387379086
R_iafRvqJDMw7i0Jo,1,2,YELL_MWN,3,8.5,N,-0.230528677,-1.31742811,-0.387379086
R_iafRvqJDMw7i0Jo,1,3,YELL_CPOF,-2,4.5,Y,-0.230528677,-1.31742811,-0.387379086
R_iafRvqJDMw7i0Jo,1,4,GRTE_MMT,2,8.5,Y,-0.230528677,-1.31742811,-0.387379086
R_icHUGa9toHSa8DN,1,1,GRTE_SMS,3,4.5,N,0.529637571,0.515570346,0.415096743
R_icHUGa9toHSa8DN,1,2,YELL_MWN,3,8.5,N,0.529637571,0.515570346,0.415096743
R_icHUGa9toHSa8DN,1,3,YELL_CPOF,1,4.5,Y,0.529637571,0.515570346,0.415096743
R_icHUGa9toHSa8DN,1,4,GRTE_MMT,3,8.5,Y,0.529637571,0.515570346,0.415096743
R_iFPB2wgERe95g0W,1,1,GRTE_SMS,3,4.5,N,-0.791352204,0.327912457,-0.135745887
R_iFPB2wgERe95g0W,1,2,YELL_MWN,3,8.5,N,-0.791352204,0.327912457,-0.135745887
R_iFPB2wgERe95g0W,1,3,YELL_CPOF,2,4.5,Y,-0.791352204,0.327912457,-0.135745887
R_iFPB2wgERe95g0W,1,4,GRTE_MMT,3,8.5,Y,-0.791352204,0.327912457,-0.135745887
R_iFz8wWaDFTooMo8,1,1,GRTE_SMS,3,4.5,N,-0.164152603,-1.310554025,0.979256334
R_iFz8wWaDFTooMo8,1,2,YELL_MWN,3,8.5,N,-0.164152603,-1.310554025,0.979256334
R_iFz8wWaDFTooMo8,1,3,YELL_CPOF,3,4.5,Y,-0.164152603,-1.310554025,0.979256334
R_iFz8wWaDFTooMo8,1,4,GRTE_MMT,3,8.5,Y,-0.164152603,-1.310554025,0.979256334
R_ijlFoSpUj1OLUzF,1,1,GRTE_SMS,3,4.5,N,0.661809441,-0.050746415,-0.761710185
R_ijlFoSpUj1OLUzF,1,2,YELL_MWN,3,8.5,N,0.661809441,-0.050746415,-0.761710185
R_ijlFoSpUj1OLUzF,1,3,YELL_CPOF,3,4.5,Y,0.661809441,-0.050746415,-0.761710185
R_ijlFoSpUj1OLUzF,1,4,GRTE_MMT,3,8.5,Y,0.661809441,-0.050746415,-0.761710185
R_il0vKxwacPGuIPu,1,1,GRTE_SMS,3,4.5,N,1.572429919,0.284115213,-0.160009744
R_il0vKxwacPGuIPu,1,2,YELL_MWN,3,8.5,N,1.572429919,0.284115213,-0.160009744
R_il0vKxwacPGuIPu,1,3,YELL_CPOF,0,4.5,Y,1.572429919,0.284115213,-0.160009744
R_il0vKxwacPGuIPu,1,4,GRTE_MMT,3,8.5,Y,1.572429919,0.284115213,-0.160009744
R_inErkFwaVGN6OyS,1,1,GRTE_SMS,3,4.5,N,1.289027945,0.190196722,-0.052122114
R_inErkFwaVGN6OyS,1,2,YELL_MWN,3,8.5,N,1.289027945,0.190196722,-0.052122114
R_inErkFwaVGN6OyS,1,3,YELL_CPOF,3,4.5,Y,1.289027945,0.190196722,-0.052122114
R_inErkFwaVGN6OyS,1,4,GRTE_MMT,3,8.5,Y,1.289027945,0.190196722,-0.052122114
R_iP2guiv3Uclg2xq,1,1,GRTE_SMS,3,4.5,N,0.627310247,-0.620896179,-0.892988016
R_iP2guiv3Uclg2xq,1,2,YELL_MWN,3,8.5,N,0.627310247,-0.620896179,-0.892988016
R_iP2guiv3Uclg2xq,1,3,YELL_CPOF,3,4.5,Y,0.627310247,-0.620896179,-0.892988016
R_iP2guiv3Uclg2xq,1,4,GRTE_MMT,3,8.5,Y,0.627310247,-0.620896179,-0.892988016
R_iVeRwMkDcxSMpC4,1,1,GRTE_SMS,3,4.5,N,-0.167420781,-0.170831037,-0.054956988
R_iVeRwMkDcxSMpC4,1,2,YELL_MWN,2,8.5,N,-0.167420781,-0.170831037,-0.054956988
R_iVeRwMkDcxSMpC4,1,3,YELL_CPOF,3,4.5,Y,-0.167420781,-0.170831037,-0.054956988
R_iVeRwMkDcxSMpC4,1,4,GRTE_MMT,3,8.5,Y,-0.167420781,-0.170831037,-0.054956988
R_iwhI1G4BioVqnen,1,1,GRTE_SMS,3,4.5,N,-1.365997231,-0.206953136,-0.193402968
R_iwhI1G4BioVqnen,1,2,YELL_MWN,1,8.5,N,-1.365997231,-0.206953136,-0.193402968
R_iwhI1G4BioVqnen,1,3,YELL_CPOF,3,4.5,Y,-1.365997231,-0.206953136,-0.193402968
R_iwhI1G4BioVqnen,1,4,GRTE_MMT,3,8.5,Y,-1.365997231,-0.206953136,-0.193402968
R_iYjePseL2LsNZ6F,1,1,GRTE_SMS,1,4.5,N,-0.656716017,-1.320234352,-1.038565039
R_iYjePseL2LsNZ6F,1,2,YELL_MWN,1,8.5,N,-0.656716017,-1.320234352,-1.038565039
R_iYjePseL2LsNZ6F,1,3,YELL_CPOF,1,4.5,Y,-0.656716017,-1.320234352,-1.038565039
R_iYjePseL2LsNZ6F,1,4,GRTE_MMT,1,8.5,Y,-0.656716017,-1.320234352,-1.038565039
R_izPlN8URunzLiQs,1,1,GRTE_SMS,2,4.5,N,1.402390947,0.077604567,-0.164495082
R_izPlN8URunzLiQs,1,2,YELL_MWN,3,8.5,N,1.402390947,0.077604567,-0.164495082
R_izPlN8URunzLiQs,1,3,YELL_CPOF,2,4.5,Y,1.402390947,0.077604567,-0.164495082
R_izPlN8URunzLiQs,1,4,GRTE_MMT,3,8.5,Y,1.402390947,0.077604567,-0.164495082
R_j7AuswGfpdyNdNw,1,1,GRTE_SMS,3,4.5,N,1.619988569,-1.809043477,-0.858206514
R_j7AuswGfpdyNdNw,1,2,YELL_MWN,-1,8.5,N,1.619988569,-1.809043477,-0.858206514
R_j7AuswGfpdyNdNw,1,3,YELL_CPOF,-1,4.5,Y,1.619988569,-1.809043477,-0.858206514
R_j7AuswGfpdyNdNw,1,4,GRTE_MMT,2,8.5,Y,1.619988569,-1.809043477,-0.858206514
R_j9M3OPqEmhDkx47,1,1,GRTE_SMS,3,4.5,N,0.11873585,-3.566081662,0.537158855
R_j9M3OPqEmhDkx47,1,2,YELL_MWN,3,8.5,N,0.11873585,-3.566081662,0.537158855
R_j9M3OPqEmhDkx47,1,3,YELL_CPOF,3,4.5,Y,0.11873585,-3.566081662,0.537158855
R_j9M3OPqEmhDkx47,1,4,GRTE_MMT,3,8.5,Y,0.11873585,-3.566081662,0.537158855
R_jHZDdJnzK3mB0g7,1,1,GRTE_SMS,3,4.5,N,1.127757262,0.244674804,0.890161825
R_jHZDdJnzK3mB0g7,1,2,YELL_MWN,3,8.5,N,1.127757262,0.244674804,0.890161825
R_jHZDdJnzK3mB0g7,1,3,YELL_CPOF,3,4.5,Y,1.127757262,0.244674804,0.890161825
R_jHZDdJnzK3mB0g7,1,4,GRTE_MMT,3,8.5,Y,1.127757262,0.244674804,0.890161825
R_jzkUHIYrrceTQ9a,1,1,GRTE_SMS,3,4.5,N,-2.174902551,-0.615279777,-0.54228823
R_jzkUHIYrrceTQ9a,1,2,YELL_MWN,3,8.5,N,-2.174902551,-0.615279777,-0.54228823
R_jzkUHIYrrceTQ9a,1,3,YELL_CPOF,3,4.5,Y,-2.174902551,-0.615279777,-0.54228823
R_jzkUHIYrrceTQ9a,1,4,GRTE_MMT,3,8.5,Y,-2.174902551,-0.615279777,-0.54228823
R_jzqdqU1bYiXy42w,1,1,GRTE_SMS,3,4.5,N,NA,NA,NA
R_jzqdqU1bYiXy42w,1,2,YELL_MWN,3,8.5,N,NA,NA,NA
R_jzqdqU1bYiXy42w,1,3,YELL_CPOF,3,4.5,Y,NA,NA,NA
R_jzqdqU1bYiXy42w,1,4,GRTE_MMT,3,8.5,Y,NA,NA,NA
R_kBP9Nl0wHfjl3xt,1,1,GRTE_SMS,2,4.5,N,-0.843317128,-0.35583378,-0.758933239
R_kBP9Nl0wHfjl3xt,1,2,YELL_MWN,3,8.5,N,-0.843317128,-0.35583378,-0.758933239
R_kBP9Nl0wHfjl3xt,1,3,YELL_CPOF,2,4.5,Y,-0.843317128,-0.35583378,-0.758933239
R_kBP9Nl0wHfjl3xt,1,4,GRTE_MMT,3,8.5,Y,-0.843317128,-0.35583378,-0.758933239
R_kETUR6SIX06CgdY,1,1,GRTE_SMS,3,4.5,N,-0.276141938,-0.433829489,-0.193297708
R_kETUR6SIX06CgdY,1,2,YELL_MWN,2,8.5,N,-0.276141938,-0.433829489,-0.193297708
R_kETUR6SIX06CgdY,1,3,YELL_CPOF,0,4.5,Y,-0.276141938,-0.433829489,-0.193297708
R_kETUR6SIX06CgdY,1,4,GRTE_MMT,3,8.5,Y,-0.276141938,-0.433829489,-0.193297708
R_kIDUPtsGpnH2jXv,1,1,GRTE_SMS,3,4.5,N,0.294942605,0.07861783,-0.076501487
R_kIDUPtsGpnH2jXv,1,2,YELL_MWN,3,8.5,N,0.294942605,0.07861783,-0.076501487
R_kIDUPtsGpnH2jXv,1,3,YELL_CPOF,2,4.5,Y,0.294942605,0.07861783,-0.076501487
R_kIDUPtsGpnH2jXv,1,4,GRTE_MMT,3,8.5,Y,0.294942605,0.07861783,-0.076501487
R_kmb4XlMO5V3TL8m,1,1,GRTE_SMS,3,4.5,N,-1.352054687,-0.369688714,0.150537414
R_kmb4XlMO5V3TL8m,1,2,YELL_MWN,3,8.5,N,-1.352054687,-0.369688714,0.150537414
